id,name,category,desc,ticket,duration,lat,lng,rating,tags,stay_detail,source,gmaps_url
osm-node-1070157126,Gunung Buluh,Alam,Destinasi wisata Alam di Bandung,,,-6.7992705,107.6697873,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Gunung%20Buluh%2C%20Bandung
osm-node-1070157182,Pasir Singacandra,Alam,Destinasi wisata Alam di Bandung,,,-6.789167,107.403333,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Pasir%20Singacandra%2C%20Bandung
osm-node-1070157309,Pasir Nyangegeng,Alam,Destinasi wisata Alam di Bandung,,,-6.968056,107.370556,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Pasir%20Nyangegeng%2C%20Bandung
osm-node-1070157314,Pasir Ayakan,Alam,Destinasi wisata Alam di Bandung,,,-7.1217,107.8721,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Pasir%20Ayakan%2C%20Bandung
osm-node-1070157520,Pasir Seuseupan,Alam,Destinasi wisata Alam di Bandung,,,-6.870278,107.409167,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Pasir%20Seuseupan%2C%20Bandung
osm-node-1070157838,Pasir Bango,Alam,Destinasi wisata Alam di Bandung,,,-6.903056,107.388889,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Pasir%20Bango%2C%20Bandung
osm-node-1070158171,Gunung Batumaseuk,Alam,Destinasi wisata Alam di Bandung,,,-6.995833,107.461944,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Gunung%20Batumaseuk%2C%20Bandung
osm-node-1070158549,Pasir Wangun,Alam,Destinasi wisata Alam di Bandung,,,-6.979722,107.363056,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Pasir%20Wangun%2C%20Bandung
osm-node-1070158653,Gunung Puncaklingga,Alam,Destinasi wisata Alam di Bandung,,,-7.095278,107.498889,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Gunung%20Puncaklingga%2C%20Bandung
osm-node-1070158816,Gunung Tilu,Alam,Destinasi wisata Alam di Bandung,,,-7.1063,107.3861,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Gunung%20Tilu%2C%20Bandung
osm-node-1070158835,Gunung Maud,Alam,Destinasi wisata Alam di Bandung,,,-7.2225,107.4873,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Gunung%20Maud%2C%20Bandung
osm-node-1070158953,Pasir Maung,Alam,Destinasi wisata Alam di Bandung,,,-7.1122,107.8312,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Pasir%20Maung%2C%20Bandung
osm-node-1070159014,Gunung Sirahcikancung,Alam,Destinasi wisata Alam di Bandung,,,-7.0329,107.8381,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Gunung%20Sirahcikancung%2C%20Bandung
osm-node-1070159060,Gunung Gagak,Alam,Destinasi wisata Alam di Bandung,,,-7.212778,107.731389,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Gunung%20Gagak%2C%20Bandung
osm-node-1070159062,Gunung Karang,Alam,Destinasi wisata Alam di Bandung,,,-6.818056,107.462778,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Gunung%20Karang%2C%20Bandung
osm-node-1070159080,Gunung Kencana,Alam,Destinasi wisata Alam di Bandung,,,-6.765,107.868333,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Gunung%20Kencana%2C%20Bandung
osm-node-1070159229,Pasir Kolecer,Alam,Destinasi wisata Alam di Bandung,,,-6.803889,107.431389,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Pasir%20Kolecer%2C%20Bandung
osm-node-1070159289,Gunung Gadung,Alam,Destinasi wisata Alam di Bandung,,,-7.0274,107.4869,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Gunung%20Gadung%2C%20Bandung
osm-node-1070159337,Pasir Bojongloa,Alam,Destinasi wisata Alam di Bandung,,,-6.795833,107.494722,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Pasir%20Bojongloa%2C%20Bandung
osm-node-1070159341,Gunung Dogdog,Alam,Destinasi wisata Alam di Bandung,,,-6.8112933,107.8365638,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Gunung%20Dogdog%2C%20Bandung
osm-node-1070159386,Pasir Goong,Alam,Destinasi wisata Alam di Bandung,,,-6.894167,107.393611,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Pasir%20Goong%2C%20Bandung
osm-node-1070159390,Pasir Tonjong,Alam,Destinasi wisata Alam di Bandung,,,-6.795556,107.439444,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Pasir%20Tonjong%2C%20Bandung
osm-node-1070159443,Gunung Cakra,Alam,Destinasi wisata Alam di Bandung,,,-7.1325,107.8173,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Gunung%20Cakra%2C%20Bandung
osm-node-1070159492,Gunung Gadung,Alam,Destinasi wisata Alam di Bandung,,,-7.0319,107.3921,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Gunung%20Gadung%2C%20Bandung
osm-node-1070159495,Gunung Kerud,Alam,Destinasi wisata Alam di Bandung,,,-7.0083,107.4806,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Gunung%20Kerud%2C%20Bandung
osm-node-1070159559,Pasir Bengkung,Alam,Destinasi wisata Alam di Bandung,,,-6.7875,107.500278,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Pasir%20Bengkung%2C%20Bandung
osm-node-1070159573,Gunung Aul,Alam,Destinasi wisata Alam di Bandung,,,-7.012222,107.485278,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Gunung%20Aul%2C%20Bandung
osm-node-1070159632,Gunung Kufa,Alam,Destinasi wisata Alam di Bandung,,,-7.228056,107.743611,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Gunung%20Kufa%2C%20Bandung
osm-node-1070159841,Gunung Masigit,Alam,Destinasi wisata Alam di Bandung,,,-6.8125,107.585,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Gunung%20Masigit%2C%20Bandung
osm-node-1070159928,Gunung Orem,Alam,Destinasi wisata Alam di Bandung,,,-6.785833,107.733333,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Gunung%20Orem%2C%20Bandung
osm-node-1070160156,Pasir Cibodas,Alam,Destinasi wisata Alam di Bandung,,,-6.789444,107.468333,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Pasir%20Cibodas%2C%20Bandung
osm-node-1070160164,Pasir Pari,Alam,Destinasi wisata Alam di Bandung,,,-6.989167,107.354722,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Pasir%20Pari%2C%20Bandung
osm-node-1070160313,Pasir Gugunungan,Alam,Destinasi wisata Alam di Bandung,,,-6.862222,107.470278,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Pasir%20Gugunungan%2C%20Bandung
osm-node-1070160350,Gunung Kancing,Alam,Destinasi wisata Alam di Bandung,,,-7.1175,107.822,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Gunung%20Kancing%2C%20Bandung
osm-node-1070160596,Pasir Bojongawi,Alam,Destinasi wisata Alam di Bandung,,,-6.795556,107.484444,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Pasir%20Bojongawi%2C%20Bandung
osm-node-1070160606,Gunung Cibeureum,Alam,Destinasi wisata Alam di Bandung,,,-7.179722,107.742222,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Gunung%20Cibeureum%2C%20Bandung
osm-node-1070160666,Gunung Lagadar,Alam,Destinasi wisata Alam di Bandung,,,-6.923333,107.531667,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Gunung%20Lagadar%2C%20Bandung
osm-node-1070160672,Pasir Batukeupeul,Alam,Destinasi wisata Alam di Bandung,,,-6.963611,107.493889,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Pasir%20Batukeupeul%2C%20Bandung
osm-node-31288741,Terazza,Kuliner,Destinasi wisata Kuliner di Bandung,,,-6.8869435,107.5811614,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Terazza%2C%20Bandung
osm-node-31288745,Inti Laut,Kuliner,Destinasi wisata Kuliner di Bandung,,,-6.8873695,107.5816872,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Inti%20Laut%2C%20Bandung
osm-node-32041537,Grace,Kuliner,Destinasi wisata Kuliner di Bandung,,,-6.8815495,107.5944013,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Grace%2C%20Bandung
osm-node-32041585,Tomodachi,Kuliner,Destinasi wisata Kuliner di Bandung,,,-6.8807109,107.5959997,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Tomodachi%2C%20Bandung
osm-node-32041593,Suis Butcher Steak House,Kuliner,Destinasi wisata Kuliner di Bandung,,,-6.8715552,107.5940509,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Suis%20Butcher%20Steak%20House%2C%20Bandung
osm-node-32041600,Ikan Bakar Pak Chi Met,Kuliner,Destinasi wisata Kuliner di Bandung,,,-6.8858733,107.5962969,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Ikan%20Bakar%20Pak%20Chi%20Met%2C%20Bandung
osm-node-32041651,Ikan Bakar Cianjur,Kuliner,Destinasi wisata Kuliner di Bandung,,,-6.8752093,107.5964539,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Ikan%20Bakar%20Cianjur%2C%20Bandung
osm-node-32041698,Ny. Suharti,Kuliner,Destinasi wisata Kuliner di Bandung,,,-6.8843694,107.6012683,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Ny.%20Suharti%2C%20Bandung
osm-node-32041903,Bumbu Desa Pasir Kaliki,Kuliner,Destinasi wisata Kuliner di Bandung,,,-6.9027926,107.5978878,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Bumbu%20Desa%20Pasir%20Kaliki%2C%20Bandung
osm-node-32519040,Sapu Lidi,Kuliner,Destinasi wisata Kuliner di Bandung,,,-6.8977742,107.6036158,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Sapu%20Lidi%2C%20Bandung
osm-node-32519044,Raja Rasa,Kuliner,Destinasi wisata Kuliner di Bandung,,,-6.8799127,107.5838387,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Raja%20Rasa%2C%20Bandung
osm-node-32519045,Oishii Steak,Kuliner,Destinasi wisata Kuliner di Bandung,,,-6.9058695,107.5931889,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Oishii%20Steak%2C%20Bandung
osm-node-32519051,Dakken,Kuliner,Destinasi wisata Kuliner di Bandung,,,-6.9057417,107.6176217,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Dakken%2C%20Bandung
osm-node-32519052,Dago Panyawangan,Kuliner,Destinasi wisata Kuliner di Bandung,,,-6.8914029,107.61281,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Dago%20Panyawangan%2C%20Bandung
osm-node-32519055,Simpang Raya,Kuliner,Destinasi wisata Kuliner di Bandung,,,-6.8990133,107.6195912,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Simpang%20Raya%2C%20Bandung
osm-node-32519340,Yoghurt Cisangkuy,Kuliner,Destinasi wisata Kuliner di Bandung,,,-6.9018456,107.6214397,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Yoghurt%20Cisangkuy%2C%20Bandung
osm-node-32519342,Road Cafe,Kuliner,Destinasi wisata Kuliner di Bandung,,,-6.9055352,107.6271646,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Road%20Cafe%2C%20Bandung
osm-node-32520411,Dunkin',Kuliner,Destinasi wisata Kuliner di Bandung,,,-6.9019586,107.6115579,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Dunkin%27%2C%20Bandung
osm-node-479720008,Bumi Sangkuriang,Kuliner,Destinasi wisata Kuliner di Bandung,,,-6.8668218,107.6090526,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Bumi%20Sangkuriang%2C%20Bandung
osm-node-1013408385,Sate Hadori,Kuliner,Destinasi wisata Kuliner di Bandung,,,-6.9154742,107.6028366,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Sate%20Hadori%2C%20Bandung
osm-node-1107662817,Dunkin Donut,Kuliner,Destinasi wisata Kuliner di Bandung,,,-6.8813231,107.5815533,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Dunkin%20Donut%2C%20Bandung
osm-node-1107877729,Sate Pak Ginno,Kuliner,Destinasi wisata Kuliner di Bandung,,,-6.9167625,107.6183923,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Sate%20Pak%20Ginno%2C%20Bandung
osm-node-1108586477,Madthari,Kuliner,Destinasi wisata Kuliner di Bandung,,,-6.9027613,107.6104139,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Madthari%2C%20Bandung
osm-node-1108586489,Sate Maulana Yusuf,Kuliner,Destinasi wisata Kuliner di Bandung,,,-6.9009918,107.6134343,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Sate%20Maulana%20Yusuf%2C%20Bandung
osm-node-1158819807,Sate Karjan,Kuliner,Destinasi wisata Kuliner di Bandung,,,-6.9126453,107.5983597,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Sate%20Karjan%2C%20Bandung
osm-node-1308708818,Barbar Wing's,Kuliner,Destinasi wisata Kuliner di Bandung,,,-6.898751,107.6030848,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Barbar%20Wing%27s%2C%20Bandung
osm-node-1341941777,Pizza Place,Kuliner,Destinasi wisata Kuliner di Bandung,,,-6.8925163,107.6127554,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Pizza%20Place%2C%20Bandung
osm-node-1341941792,dago panyawangan,Kuliner,Destinasi wisata Kuliner di Bandung,,,-6.8867215,107.6167462,,[],,overpass,https://www.google.com/maps/search/?api=1&query=dago%20panyawangan%2C%20Bandung
osm-node-1342896154,Dago Panineungan,Kuliner,Destinasi wisata Kuliner di Bandung,,,-6.8872957,107.6138988,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Dago%20Panineungan%2C%20Bandung
osm-node-1346794366,B'gana restoran,Kuliner,Destinasi wisata Kuliner di Bandung,,,-6.8972541,107.6147191,,[],,overpass,https://www.google.com/maps/search/?api=1&query=B%27gana%20restoran%2C%20Bandung
osm-node-1346794387,Victoria,Kuliner,Destinasi wisata Kuliner di Bandung,,,-6.8968401,107.6152372,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Victoria%2C%20Bandung
osm-node-1346794434,Mambo FoodCourt,Kuliner,Destinasi wisata Kuliner di Bandung,,,-6.8941921,107.6150603,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Mambo%20FoodCourt%2C%20Bandung
osm-node-1352122684,Itenas Bandung,Kuliner,Destinasi wisata Kuliner di Bandung,,,-6.897292,107.6363552,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Itenas%20Bandung%2C%20Bandung
osm-node-1383698859,Ayam Ayaman,Kuliner,Destinasi wisata Kuliner di Bandung,,,-6.8840078,107.6150326,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Ayam%20Ayaman%2C%20Bandung
osm-node-1385420759,Rumah Makan Padang,Kuliner,Destinasi wisata Kuliner di Bandung,,,-6.8837407,107.6148998,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Rumah%20Makan%20Padang%2C%20Bandung
osm-node-1385420953,Mas Pras,Kuliner,Destinasi wisata Kuliner di Bandung,,,-6.8854679,107.6155752,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Mas%20Pras%2C%20Bandung
osm-node-1655715160,KFC,Kuliner,Destinasi wisata Kuliner di Bandung,,,-6.8682162,107.5934603,,[],,overpass,https://www.google.com/maps/search/?api=1&query=KFC%2C%20Bandung
osm-node-1655715182,Warung Surabi Setiabudhi,Kuliner,Destinasi wisata Kuliner di Bandung,,,-6.8682748,107.5938519,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Warung%20Surabi%20Setiabudhi%2C%20Bandung
osm-node-1655736890,HokBen,Kuliner,Destinasi wisata Kuliner di Bandung,,,-6.8789798,107.5979852,,[],,overpass,https://www.google.com/maps/search/?api=1&query=HokBen%2C%20Bandung
osm-node-1656979199,RM Padang Mirasari,Kuliner,Destinasi wisata Kuliner di Bandung,,,-6.8823595,107.5758245,,[],,overpass,https://www.google.com/maps/search/?api=1&query=RM%20Padang%20Mirasari%2C%20Bandung
osm-node-1656979200,RM Padang Siang Malam,Kuliner,Destinasi wisata Kuliner di Bandung,,,-6.8823742,107.5762796,,[],,overpass,https://www.google.com/maps/search/?api=1&query=RM%20Padang%20Siang%20Malam%2C%20Bandung
osm-node-1657013613,RM Daun Pisang,Kuliner,Destinasi wisata Kuliner di Bandung,,,-6.873753,107.5957989,,[],,overpass,https://www.google.com/maps/search/?api=1&query=RM%20Daun%20Pisang%2C%20Bandung
osm-node-1657158617,Warung Tekko,Kuliner,Destinasi wisata Kuliner di Bandung,,,-6.8744394,107.5962776,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Warung%20Tekko%2C%20Bandung
osm-node-1657158618,Kambing Bakar Cairo,Kuliner,Destinasi wisata Kuliner di Bandung,,,-6.8703438,107.5917527,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Kambing%20Bakar%20Cairo%2C%20Bandung
osm-node-1657182090,KFC,Kuliner,Destinasi wisata Kuliner di Bandung,,,-6.8784018,107.5977475,,[],,overpass,https://www.google.com/maps/search/?api=1&query=KFC%2C%20Bandung
osm-node-1660110853,Pizza Hut,Kuliner,Destinasi wisata Kuliner di Bandung,,,-6.8831642,107.6025761,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Pizza%20Hut%2C%20Bandung
osm-node-1666758044,RM Padang Sederhana,Kuliner,Destinasi wisata Kuliner di Bandung,,,-6.8828983,107.6005782,,[],,overpass,https://www.google.com/maps/search/?api=1&query=RM%20Padang%20Sederhana%2C%20Bandung
osm-node-1668245119,Kantin Garasi,Kuliner,Destinasi wisata Kuliner di Bandung,,,-6.8943171,107.6089129,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Kantin%20Garasi%2C%20Bandung
osm-node-1676404546,Bebek Goreng H. Slamet,Kuliner,Destinasi wisata Kuliner di Bandung,,,-6.8716969,107.5941246,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Bebek%20Goreng%20H.%20Slamet%2C%20Bandung
osm-node-1700556142,Ayam Cobek Langganan,Kuliner,Destinasi wisata Kuliner di Bandung,,,-6.9010333,107.6016546,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Ayam%20Cobek%20Langganan%2C%20Bandung
osm-node-1746761936,Starbucks,Kuliner,Destinasi wisata Kuliner di Bandung,,,-6.8939696,107.6055017,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Starbucks%2C%20Bandung
osm-node-1746761937,Bebek Crispy,Kuliner,Destinasi wisata Kuliner di Bandung,,,-6.8934997,107.6050826,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Bebek%20Crispy%2C%20Bandung
osm-node-1873943402,Pempek Pak Raden,Kuliner,Destinasi wisata Kuliner di Bandung,,,-6.8825278,107.5802874,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Pempek%20Pak%20Raden%2C%20Bandung
osm-node-1924435637,Roppan,Kuliner,Destinasi wisata Kuliner di Bandung,,,-6.8947619,107.6043216,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Roppan%2C%20Bandung
osm-node-1924435638,KFC,Kuliner,Destinasi wisata Kuliner di Bandung,,,-6.8947276,107.6044044,,[],,overpass,https://www.google.com/maps/search/?api=1&query=KFC%2C%20Bandung
osm-node-1924435639,Wendy's,Kuliner,Destinasi wisata Kuliner di Bandung,,,-6.8942243,107.6047504,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Wendy%27s%2C%20Bandung
osm-node-1924435646,BMK,Kuliner,Destinasi wisata Kuliner di Bandung,,,-6.8939367,107.6050187,,[],,overpass,https://www.google.com/maps/search/?api=1&query=BMK%2C%20Bandung
osm-node-32042055,GBIS Harmoni,Budaya,Destinasi wisata Budaya di Bandung,,,-6.9045275,107.5973424,,[],,overpass,https://www.google.com/maps/search/?api=1&query=GBIS%20Harmoni%2C%20Bandung
osm-node-32520367,Baptis Pertama,Budaya,Destinasi wisata Budaya di Bandung,,,-6.9039911,107.606358,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Baptis%20Pertama%2C%20Bandung
osm-node-32520389,HKBP RE Martadinata,Budaya,Destinasi wisata Budaya di Bandung,,,-6.9089458,107.6244546,,[],,overpass,https://www.google.com/maps/search/?api=1&query=HKBP%20RE%20Martadinata%2C%20Bandung
osm-node-32529112,Baptis Indonesia,Budaya,Destinasi wisata Budaya di Bandung,,,-6.8882052,107.6019893,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Baptis%20Indonesia%2C%20Bandung
osm-node-32529113,Immanuel,Budaya,Destinasi wisata Budaya di Bandung,,,-6.9100468,107.5974878,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Immanuel%2C%20Bandung
osm-node-700728684,Mesjid Nuurul Falaah,Budaya,Destinasi wisata Budaya di Bandung,,,-6.883,107.5759817,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Mesjid%20Nuurul%20Falaah%2C%20Bandung
osm-node-835154640,Masjid Al-Amanah GBI,Budaya,Destinasi wisata Budaya di Bandung,,,-6.97373,107.671947,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Masjid%20Al-Amanah%20GBI%2C%20Bandung
osm-node-1013366303,GKI Pasteur,Budaya,Destinasi wisata Budaya di Bandung,,,-6.8999788,107.6028329,,[],,overpass,https://www.google.com/maps/search/?api=1&query=GKI%20Pasteur%2C%20Bandung
osm-node-1013403364,Monumen Purwa Aswa Purba,Budaya,Destinasi wisata Budaya di Bandung,,,-6.914874,107.6024538,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Monumen%20Purwa%20Aswa%20Purba%2C%20Bandung
osm-node-1014721911,Bandung Lautan Api,Budaya,Destinasi wisata Budaya di Bandung,,,-6.9338478,107.6049198,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Bandung%20Lautan%20Api%2C%20Bandung
osm-node-1352129479,Mesjid Itenas,Budaya,Destinasi wisata Budaya di Bandung,,,-6.8976443,107.6368704,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Mesjid%20Itenas%2C%20Bandung
osm-node-1383647312,Mesjid,Budaya,Destinasi wisata Budaya di Bandung,,,-6.8836224,107.615204,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Mesjid%2C%20Bandung
osm-node-1700852205,BDG 0,Budaya,Destinasi wisata Budaya di Bandung,,,-6.9215253,107.6110228,,[],,overpass,https://www.google.com/maps/search/?api=1&query=BDG%200%2C%20Bandung
osm-node-1708180763,KNIL monument,Budaya,Destinasi wisata Budaya di Bandung,,,-6.898894,107.5920439,,[],,overpass,https://www.google.com/maps/search/?api=1&query=KNIL%20monument%2C%20Bandung
osm-node-1774421869,Tugu Batas Bandung Barat - Subang,Budaya,Destinasi wisata Budaya di Bandung,,,-6.7739606,107.6363453,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Tugu%20Batas%20Bandung%20Barat%20-%20Subang%2C%20Bandung
osm-node-1823875695,Monumen Perpamsi,Budaya,Destinasi wisata Budaya di Bandung,,,-6.9056738,107.6107164,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Monumen%20Perpamsi%2C%20Bandung
osm-node-1933232484,Mesjid Pom Bensin 34-40318,Budaya,Destinasi wisata Budaya di Bandung,,,-6.8058991,107.5961251,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Mesjid%20Pom%20Bensin%2034-40318%2C%20Bandung
osm-node-1934853219,Al-Ikhlas,Budaya,Destinasi wisata Budaya di Bandung,,,-6.7869157,107.6540098,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Al-Ikhlas%2C%20Bandung
osm-node-1935264693,Pemakaman Muslim Kp. Cibedug Ds. Cikole,Budaya,Destinasi wisata Budaya di Bandung,,,-6.797207,107.6506911,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Pemakaman%20Muslim%20Kp.%20Cibedug%20Ds.%20Cikole%2C%20Bandung
osm-node-1954844564,Mesjid al madinah,Budaya,Destinasi wisata Budaya di Bandung,,,-6.9860953,107.8468609,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Mesjid%20al%20madinah%2C%20Bandung
osm-node-1960057900,Masjid Mualimin,Budaya,Destinasi wisata Budaya di Bandung,,,-6.8823749,107.6227656,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Masjid%20Mualimin%2C%20Bandung
osm-node-1960084236,Masjid Al-Ihklas,Budaya,Destinasi wisata Budaya di Bandung,,,-6.8690497,107.6195548,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Masjid%20Al-Ihklas%2C%20Bandung
osm-node-2016370385,Al Falah,Budaya,Destinasi wisata Budaya di Bandung,,,-6.8755931,107.5757276,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Al%20Falah%2C%20Bandung
osm-node-2016372888,Nurul Huda,Budaya,Destinasi wisata Budaya di Bandung,,,-6.8778087,107.5804107,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Nurul%20Huda%2C%20Bandung
osm-node-2016377081,At Taqwa,Budaya,Destinasi wisata Budaya di Bandung,,,-6.8864684,107.5826101,,[],,overpass,https://www.google.com/maps/search/?api=1&query=At%20Taqwa%2C%20Bandung
osm-node-2017007773,Al Hidayah,Budaya,Destinasi wisata Budaya di Bandung,,,-6.8953011,107.5922688,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Al%20Hidayah%2C%20Bandung
osm-node-2025175545,Al-Muhajirin,Budaya,Destinasi wisata Budaya di Bandung,,,-6.944108,107.621561,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Al-Muhajirin%2C%20Bandung
osm-node-2150620005,Kelenteng Satya Budhi,Budaya,Destinasi wisata Budaya di Bandung,,,-6.9177438,107.5925285,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Kelenteng%20Satya%20Budhi%2C%20Bandung
osm-node-2291261475,Station Malabar,Budaya,Destinasi wisata Budaya di Bandung,,,-7.1156713,107.6061926,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Station%20Malabar%2C%20Bandung
