id,name,category,desc,ticket,duration,lat,lng,rating,tags,stay_detail,source,gmaps_url
osm-node-2361173229,Mesjid Jami Daarul Amin,Budaya,Destinasi wisata Budaya di Bandung,,,-7.2439755,107.8769173,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Mesjid%20Jami%20Daarul%20Amin%2C%20Bandung
osm-node-2456910183,Masjid Banjaran,Budaya,Destinasi wisata Budaya di Bandung,,,-7.0483657,107.5882205,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Masjid%20Banjaran%2C%20Bandung
osm-node-2490687060,Alpha Omega,Budaya,Destinasi wisata Budaya di Bandung,,,-6.9227204,107.619195,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Alpha%20Omega%2C%20Bandung
osm-node-2495896306,Gereja Isa Almasih,Budaya,Destinasi wisata Budaya di Bandung,,,-6.926086,107.6378202,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Gereja%20Isa%20Almasih%2C%20Bandung
osm-node-2497013445,Masjid Persis Viaduct,Budaya,Destinasi wisata Budaya di Bandung,,,-6.9147703,107.6076633,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Masjid%20Persis%20Viaduct%2C%20Bandung
osm-node-2500454839,Graf van de onbekende soldaat en onbekende burger,Budaya,Destinasi wisata Budaya di Bandung,,,-6.9005172,107.5921261,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Graf%20van%20de%20onbekende%20soldaat%20en%20onbekende%20burger%2C%20Bandung
osm-node-2749677041,Masjid Besar Kaum Ujungberung,Budaya,Destinasi wisata Budaya di Bandung,,,-6.9136542,107.7008525,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Masjid%20Besar%20Kaum%20Ujungberung%2C%20Bandung
osm-node-2928627066,Masjid Al-Jihad,Budaya,Destinasi wisata Budaya di Bandung,,,-6.8727918,107.5340773,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Masjid%20Al-Jihad%2C%20Bandung
osm-node-2941931819,Masijid,Budaya,Destinasi wisata Budaya di Bandung,,,-6.9232902,107.5998581,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Masijid%2C%20Bandung
osm-node-2962183783,Mesjid Al-Muhajirin,Budaya,Destinasi wisata Budaya di Bandung,,,-6.9164836,107.4978707,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Mesjid%20Al-Muhajirin%2C%20Bandung
osm-node-3067981069,Masjid Nurul Iman,Budaya,Destinasi wisata Budaya di Bandung,,,-6.8965251,107.6069103,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Masjid%20Nurul%20Iman%2C%20Bandung
osm-node-3074883001,Daaruddakwah,Budaya,Destinasi wisata Budaya di Bandung,,,-6.8959711,107.6075777,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Daaruddakwah%2C%20Bandung
osm-node-3078324992,Al Bayyinah,Budaya,Destinasi wisata Budaya di Bandung,,,-6.895273,107.6083132,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Al%20Bayyinah%2C%20Bandung
osm-node-3078337783,Al Ikhlas,Budaya,Destinasi wisata Budaya di Bandung,,,-6.8950919,107.6080705,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Al%20Ikhlas%2C%20Bandung
osm-node-3078356567,Jihadul Wasilah,Budaya,Destinasi wisata Budaya di Bandung,,,-6.9003138,107.6088588,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Jihadul%20Wasilah%2C%20Bandung
osm-node-3104964229,Masjid Al-Haq,Budaya,Destinasi wisata Budaya di Bandung,,,-6.8922406,107.5983313,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Masjid%20Al-Haq%2C%20Bandung
osm-node-3128774234,Husein Sastranegana,Budaya,Destinasi wisata Budaya di Bandung,,,-6.9067721,107.5873489,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Husein%20Sastranegana%2C%20Bandung
osm-node-3219827809,Mesjid,Budaya,Destinasi wisata Budaya di Bandung,,,-6.8925933,107.7643176,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Mesjid%2C%20Bandung
osm-node-535296011,Lebakjero,Wisata,Destinasi wisata Wisata di Bandung,,,-7.053697,107.8939262,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Lebakjero%2C%20Bandung
osm-node-1116346985,Hot Springs,Wisata,Destinasi wisata Wisata di Bandung,,,-6.7614313,107.6259079,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Hot%20Springs%2C%20Bandung
osm-node-3754824465,Kopi Aroma,Wisata,Destinasi wisata Wisata di Bandung,,,-6.9174718,107.6062699,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Kopi%20Aroma%2C%20Bandung
osm-node-4247874332,Curug Bugbrug,Wisata,Destinasi wisata Wisata di Bandung,,,-6.7922202,107.5801987,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Curug%20Bugbrug%2C%20Bandung
osm-node-4262315119,Situ Patengan,Wisata,Destinasi wisata Wisata di Bandung,,,-7.1637986,107.3590194,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Situ%20Patengan%2C%20Bandung
osm-node-4262417104,Kampung Gajah Wonderland,Wisata,Destinasi wisata Wisata di Bandung,,,-6.8295078,107.5965635,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Kampung%20Gajah%20Wonderland%2C%20Bandung
osm-node-4338249203,Iris Garden,Wisata,Destinasi wisata Wisata di Bandung,,,-6.9633866,107.6262382,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Iris%20Garden%2C%20Bandung
osm-node-4412879096,Charred Forest,Wisata,Destinasi wisata Wisata di Bandung,,,-6.7621104,107.61735,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Charred%20Forest%2C%20Bandung
osm-node-4412879097,De Ranch,Wisata,Destinasi wisata Wisata di Bandung,,,-6.8159994,107.62646,,[],,overpass,https://www.google.com/maps/search/?api=1&query=De%20Ranch%2C%20Bandung
osm-node-4412879696,Kawah Ratu,Wisata,Destinasi wisata Wisata di Bandung,,,-6.7583792,107.6155575,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Kawah%20Ratu%2C%20Bandung
osm-node-5312537881,Pintu Masuk Forest Walk Babakan Siliwangi,Wisata,Destinasi wisata Wisata di Bandung,,,-6.8852505,107.6097305,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Pintu%20Masuk%20Forest%20Walk%20Babakan%20Siliwangi%2C%20Bandung
osm-node-5503920859,Sumur Bandung,Wisata,Destinasi wisata Wisata di Bandung,,,-6.9207697,107.6085001,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Sumur%20Bandung%2C%20Bandung
osm-node-5555926121,Tea plantations,Wisata,Destinasi wisata Wisata di Bandung,,,-7.1496115,107.3797677,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Tea%20plantations%2C%20Bandung
osm-node-5595533943,Kampung Gajah,Wisata,Destinasi wisata Wisata di Bandung,,,-6.8295623,107.5965431,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Kampung%20Gajah%2C%20Bandung
osm-node-5686426821,Shoes and bags shopping street,Wisata,Destinasi wisata Wisata di Bandung,,,-6.9492258,107.5940721,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Shoes%20and%20bags%20shopping%20street%2C%20Bandung
osm-node-5752129921,Tea Plantations,Wisata,Destinasi wisata Wisata di Bandung,,,-6.7549629,107.6512691,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Tea%20Plantations%2C%20Bandung
osm-node-5808405554,Tree Top Adventure Park,Wisata,Destinasi wisata Wisata di Bandung,,,-6.7821577,107.6499872,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Tree%20Top%20Adventure%20Park%2C%20Bandung
osm-node-5834168689,Maribaja Natural Hot Spring Resort,Wisata,Destinasi wisata Wisata di Bandung,,,-6.8305355,107.6548873,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Maribaja%20Natural%20Hot%20Spring%20Resort%2C%20Bandung
osm-node-5902886485,kawah Cibuni Rengganis,Wisata,Destinasi wisata Wisata di Bandung,,,-7.1739727,107.3746848,,[],,overpass,https://www.google.com/maps/search/?api=1&query=kawah%20Cibuni%20Rengganis%2C%20Bandung
osm-node-6149684552,Dago Car Free Day,Wisata,Destinasi wisata Wisata di Bandung,,,-6.8982253,107.6128252,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Dago%20Car%20Free%20Day%2C%20Bandung
osm-node-6418849587,Rumah Miring,Wisata,Destinasi wisata Wisata di Bandung,,,-6.8437773,107.6321737,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Rumah%20Miring%2C%20Bandung
osm-node-6418849594,Pusat Konservasi Elang Kamojang,Wisata,Destinasi wisata Wisata di Bandung,,,-7.1681482,107.7999159,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Pusat%20Konservasi%20Elang%20Kamojang%2C%20Bandung
osm-node-7276735685,"Happy Fam, Ciwidey",Wisata,Destinasi wisata Wisata di Bandung,,,-7.1146462,107.4382301,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Happy%20Fam%2C%20Ciwidey%2C%20Bandung
osm-node-7291289485,D'Deuland,Wisata,Destinasi wisata Wisata di Bandung,,,-6.8430581,107.6222215,,[],,overpass,https://www.google.com/maps/search/?api=1&query=D%27Deuland%2C%20Bandung
osm-node-9938445753,Kampung Korea Bandung,Wisata,Destinasi wisata Wisata di Bandung,,,-6.9155688,107.6406431,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Kampung%20Korea%20Bandung%2C%20Bandung
osm-node-10793588346,Kutipan Pidi Baiq,Wisata,Destinasi wisata Wisata di Bandung,,,-6.9211786,107.6079663,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Kutipan%20Pidi%20Baiq%2C%20Bandung
osm-node-10793588347,Kutipan M.A.W. Brouwer,Wisata,Destinasi wisata Wisata di Bandung,,,-6.9213235,107.6079412,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Kutipan%20M.A.W.%20Brouwer%2C%20Bandung
osm-node-11005677505,lembang fault,Wisata,Destinasi wisata Wisata di Bandung,,,-6.8302444,107.6361185,,[],,overpass,https://www.google.com/maps/search/?api=1&query=lembang%20fault%2C%20Bandung
osm-node-11009505105,Gunung Putri parking,Wisata,Destinasi wisata Wisata di Bandung,,,-6.8004173,107.6336923,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Gunung%20Putri%20parking%2C%20Bandung
osm-node-11056182123,Fairy Garden by The Lodge,Wisata,Destinasi wisata Wisata di Bandung,,,-6.8233175,107.6886132,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Fairy%20Garden%20by%20The%20Lodge%2C%20Bandung
osm-node-11064992945,Lengkong Night Street Food,Wisata,Destinasi wisata Wisata di Bandung,,,-6.9232638,107.6134721,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Lengkong%20Night%20Street%20Food%2C%20Bandung
osm-node-11415319631,Saritem Redlight Disrtict,Wisata,Destinasi wisata Wisata di Bandung,,,-6.9179729,107.5976408,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Saritem%20Redlight%20Disrtict%2C%20Bandung
osm-node-11865789569,Kebun Teh Ciater - Subang,Wisata,Destinasi wisata Wisata di Bandung,,,-6.7720193,107.6368993,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Kebun%20Teh%20Ciater%20-%20Subang%2C%20Bandung
osm-node-12056482189,Kawah Upas,Wisata,Destinasi wisata Wisata di Bandung,,,-6.7593176,107.6099904,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Kawah%20Upas%2C%20Bandung
osm-node-12064456186,PTDI Factory tour Bandros start,Wisata,Destinasi wisata Wisata di Bandung,,,-6.9018405,107.58486,,[],,overpass,https://www.google.com/maps/search/?api=1&query=PTDI%20Factory%20tour%20Bandros%20start%2C%20Bandung
osm-node-12090565556,Dunia Antariksa,Wisata,Destinasi wisata Wisata di Bandung,,,-6.8877461,107.5958408,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Dunia%20Antariksa%2C%20Bandung
osm-node-12180637363,Batu Batik,Wisata,Destinasi wisata Wisata di Bandung,,,-6.8408239,107.6528393,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Batu%20Batik%2C%20Bandung
osm-node-12424656189,Penangkaran Rusa,Wisata,Destinasi wisata Wisata di Bandung,,,-7.1369458,107.3926341,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Penangkaran%20Rusa%2C%20Bandung
osm-node-12917292001,Situ cigandawesi,Wisata,Destinasi wisata Wisata di Bandung,,,-7.0901598,107.5160944,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Situ%20cigandawesi%2C%20Bandung
osm-node-13320300601,Taman Lembah Dewata,Wisata,Destinasi wisata Wisata di Bandung,,,-6.8115695,107.6428718,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Taman%20Lembah%20Dewata%2C%20Bandung
osm-node-13535911147,Lost in Clay,Wisata,Destinasi wisata Wisata di Bandung,,,-6.884874,107.6107019,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Lost%20in%20Clay%2C%20Bandung
osm-node-13784570601,Rafflesia Park G-Land Ciwastra Park,Wisata,Destinasi wisata Wisata di Bandung,,,-6.9699653,107.6639249,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Rafflesia%20Park%20G-Land%20Ciwastra%20Park%2C%20Bandung
osm-node-13833591395,Hutan Mycelia Wahana Edukasi & Interaktif,Wisata,Destinasi wisata Wisata di Bandung,,,-6.7852335,107.6519231,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Hutan%20Mycelia%20Wahana%20Edukasi%20%26%20Interaktif%2C%20Bandung
osm-node-13833603042,The Nice Park Bandung,Wisata,Destinasi wisata Wisata di Bandung,,,-6.8234956,107.5554305,,[],,overpass,https://www.google.com/maps/search/?api=1&query=The%20Nice%20Park%20Bandung%2C%20Bandung
osm-way-154007026,Taman Lalu Lintas Ade Irma Suryani,Wisata,Destinasi wisata Wisata di Bandung,,,-6.9112176,107.6134405,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Taman%20Lalu%20Lintas%20Ade%20Irma%20Suryani%2C%20Bandung
osm-way-183130953,GHL,Wisata,Destinasi wisata Wisata di Bandung,,,-6.8167474,107.615527,,[],,overpass,https://www.google.com/maps/search/?api=1&query=GHL%2C%20Bandung
osm-way-185930431,Taman RW 13,Wisata,Destinasi wisata Wisata di Bandung,,,-6.9604761,107.6518295,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Taman%20RW%2013%2C%20Bandung
osm-node-29391283,Setrasari Mall,Belanja,Destinasi wisata Belanja di Bandung,,,-6.8807039,107.5829931,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Setrasari%20Mall%2C%20Bandung
osm-node-1342928034,Pasar Tradisional Simpang Dago,Belanja,Destinasi wisata Belanja di Bandung,,,-6.8847502,107.6139584,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Pasar%20Tradisional%20Simpang%20Dago%2C%20Bandung
osm-node-1870972248,Pasar Sarijadi,Belanja,Destinasi wisata Belanja di Bandung,,,-6.8839529,107.5749695,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Pasar%20Sarijadi%2C%20Bandung
osm-node-3426585963,Griya Grand,Belanja,Destinasi wisata Belanja di Bandung,,,-6.9379725,107.7340642,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Griya%20Grand%2C%20Bandung
osm-node-4256167391,Braga Citywalk,Belanja,Destinasi wisata Belanja di Bandung,,,-6.9170486,107.6084817,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Braga%20Citywalk%2C%20Bandung
osm-node-4365707543,Pasar Baru Square,Belanja,Destinasi wisata Belanja di Bandung,,,-6.9175221,107.6049259,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Pasar%20Baru%20Square%2C%20Bandung
osm-node-5713318396,Several souvenir shops,Belanja,Destinasi wisata Belanja di Bandung,,,-6.7611253,107.6179246,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Several%20souvenir%20shops%2C%20Bandung
osm-node-5809461697,Pasar Baleendah,Belanja,Destinasi wisata Belanja di Bandung,,,-7.0000343,107.6299812,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Pasar%20Baleendah%2C%20Bandung
osm-node-5825103077,Ujung Berung Town Square,Belanja,Destinasi wisata Belanja di Bandung,,,-6.9151788,107.6964906,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Ujung%20Berung%20Town%20Square%2C%20Bandung
osm-node-5825155308,Ubertos Mall,Belanja,Destinasi wisata Belanja di Bandung,,,-6.9156817,107.6966507,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Ubertos%20Mall%2C%20Bandung
osm-node-6161545003,Car boot sale,Belanja,Destinasi wisata Belanja di Bandung,,,-6.9013053,107.6228683,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Car%20boot%20sale%2C%20Bandung
osm-node-8062446525,Graha Putra Business Centre,Belanja,Destinasi wisata Belanja di Bandung,,,-6.8965777,107.6169817,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Graha%20Putra%20Business%20Centre%2C%20Bandung
osm-node-9740609729,Pasar Andir,Belanja,Destinasi wisata Belanja di Bandung,,,-6.9191338,107.5906952,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Pasar%20Andir%2C%20Bandung
osm-node-9756255541,Pasar Tradisional Haurmekar,Belanja,Destinasi wisata Belanja di Bandung,,,-6.8937486,107.6192501,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Pasar%20Tradisional%20Haurmekar%2C%20Bandung
osm-node-9759461431,Pasar Simpang Dago,Belanja,Destinasi wisata Belanja di Bandung,,,-6.8844672,107.614021,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Pasar%20Simpang%20Dago%2C%20Bandung
osm-node-9805527690,Pasar Cangkring,Belanja,Destinasi wisata Belanja di Bandung,,,-6.9235336,107.5815036,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Pasar%20Cangkring%2C%20Bandung
osm-node-9816226618,Pasar Rancabentang,Belanja,Destinasi wisata Belanja di Bandung,,,-6.9056905,107.5590491,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Pasar%20Rancabentang%2C%20Bandung
osm-node-9819588200,Pasar Cimindi Cimahi,Belanja,Destinasi wisata Belanja di Bandung,,,-6.8980198,107.5562295,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Pasar%20Cimindi%20Cimahi%2C%20Bandung
osm-node-10006692431,Pasar Cijerah,Belanja,Destinasi wisata Belanja di Bandung,,,-6.9267617,107.5650317,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Pasar%20Cijerah%2C%20Bandung
osm-node-10799659234,Pasar Babakan Surabaya,Belanja,Destinasi wisata Belanja di Bandung,,,-6.9106558,107.6438066,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Pasar%20Babakan%20Surabaya%2C%20Bandung
osm-node-10799672871,Pasar Montana,Belanja,Destinasi wisata Belanja di Bandung,,,-6.9417201,107.6070312,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Pasar%20Montana%2C%20Bandung
osm-node-11023747060,Alfamart,Belanja,Destinasi wisata Belanja di Bandung,,,-6.9038234,107.8284868,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Alfamart%2C%20Bandung
osm-node-11064427820,Cicadas market,Belanja,Destinasi wisata Belanja di Bandung,,,-6.9095978,107.6415259,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Cicadas%20market%2C%20Bandung
osm-way-32388775,Istana Plaza,Belanja,Destinasi wisata Belanja di Bandung,,,-6.9058784,107.5969081,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Istana%20Plaza%2C%20Bandung
osm-way-119755867,Bandung Indah Plaza,Belanja,Destinasi wisata Belanja di Bandung,,,-6.9085782,107.6113559,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Bandung%20Indah%20Plaza%2C%20Bandung
osm-way-153517672,Balubur Town Square,Belanja,Destinasi wisata Belanja di Bandung,,,-6.8987228,107.6084717,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Balubur%20Town%20Square%2C%20Bandung
osm-way-154174787,Lucky Square,Belanja,Destinasi wisata Belanja di Bandung,,,-6.9141919,107.6447955,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Lucky%20Square%2C%20Bandung
osm-way-157803722,Promenade,Belanja,Destinasi wisata Belanja di Bandung,,,-6.8969681,107.6034135,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Promenade%2C%20Bandung
osm-way-168943533,Grand Tjokro Bandung,Belanja,Destinasi wisata Belanja di Bandung,,,-6.8861889,107.6039398,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Grand%20Tjokro%20Bandung%2C%20Bandung
osm-way-183364171,Kosambi Plaza,Belanja,Destinasi wisata Belanja di Bandung,,,-6.9192378,107.6220993,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Kosambi%20Plaza%2C%20Bandung
osm-way-194733881,Plaza Parahyangan,Belanja,Destinasi wisata Belanja di Bandung,,,-6.9226249,107.6060483,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Plaza%20Parahyangan%2C%20Bandung
osm-way-194733886,Grand Yogya Kepatihan,Belanja,Destinasi wisata Belanja di Bandung,,,-6.9237376,107.60561,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Grand%20Yogya%20Kepatihan%2C%20Bandung
osm-way-244694105,Griya Antapani,Belanja,Destinasi wisata Belanja di Bandung,,,-6.9173966,107.6559395,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Griya%20Antapani%2C%20Bandung
osm-way-263441111,Heritage The Factory Outlet,Belanja,Destinasi wisata Belanja di Bandung,,,-6.9056854,107.6170441,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Heritage%20The%20Factory%20Outlet%2C%20Bandung
osm-way-299115662,Vega Game Store,Belanja,Destinasi wisata Belanja di Bandung,,,-6.9015016,107.6107244,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Vega%20Game%20Store%2C%20Bandung
osm-way-304171858,Bandung Trade Mall,Belanja,Destinasi wisata Belanja di Bandung,,,-6.9114932,107.6443373,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Bandung%20Trade%20Mall%2C%20Bandung
osm-way-320616650,Plaza IBCC,Belanja,Destinasi wisata Belanja di Bandung,,,-6.9153192,107.6340881,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Plaza%20IBCC%2C%20Bandung
osm-way-369615594,Borma Dept Store,Belanja,Destinasi wisata Belanja di Bandung,,,-6.8729323,107.5535735,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Borma%20Dept%20Store%2C%20Bandung
osm-way-369620216,Cimahi Mall,Belanja,Destinasi wisata Belanja di Bandung,,,-6.8784237,107.5395923,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Cimahi%20Mall%2C%20Bandung
osm-way-421576695,King's Mall,Belanja,Destinasi wisata Belanja di Bandung,,,-6.9227088,107.6049993,,[],,overpass,https://www.google.com/maps/search/?api=1&query=King%27s%20Mall%2C%20Bandung
osm-way-498744866,Istana BEC,Belanja,Destinasi wisata Belanja di Bandung,,,-6.9082343,107.608936,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Istana%20BEC%2C%20Bandung
osm-way-547901450,Living Plaza,Belanja,Destinasi wisata Belanja di Bandung,,,-6.9008704,107.6116434,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Living%20Plaza%2C%20Bandung
osm-way-608601118,Mall Festival Citylink,Belanja,Destinasi wisata Belanja di Bandung,,,-6.929626,107.5863979,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Mall%20Festival%20Citylink%2C%20Bandung
osm-way-634325162,Borma Toserba Cijerah,Belanja,Destinasi wisata Belanja di Bandung,,,-6.9197279,107.5695491,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Borma%20Toserba%20Cijerah%2C%20Bandung
osm-way-636169230,Bandung Trade Center,Belanja,Destinasi wisata Belanja di Bandung,,,-6.8933798,107.5849265,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Bandung%20Trade%20Center%2C%20Bandung
osm-way-747917818,Riau Junction,Belanja,Destinasi wisata Belanja di Bandung,,,-6.9065976,107.6122806,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Riau%20Junction%2C%20Bandung
osm-way-777207339,Miko Mall,Belanja,Destinasi wisata Belanja di Bandung,,,-6.9602077,107.5811206,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Miko%20Mall%2C%20Bandung
osm-way-784661445,Living Plaza,Belanja,Destinasi wisata Belanja di Bandung,,,-6.9060235,107.5978697,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Living%20Plaza%2C%20Bandung
osm-way-833678209,Transmart,Belanja,Destinasi wisata Belanja di Bandung,,,-6.9670244,107.6387115,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Transmart%2C%20Bandung
osm-way-951465925,Piset Square,Belanja,Destinasi wisata Belanja di Bandung,,,-6.9345355,107.6259694,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Piset%20Square%2C%20Bandung
osm-way-1211517435,Metro Indah Mall,Belanja,Destinasi wisata Belanja di Bandung,,,-6.9426615,107.6587387,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Metro%20Indah%20Mall%2C%20Bandung
osm-way-1327153222,Thee Matic Mall Majalaya,Belanja,Destinasi wisata Belanja di Bandung,,,-7.0266218,107.7515582,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Thee%20Matic%20Mall%20Majalaya%2C%20Bandung
osm-way-1421301092,Hejo Square,Belanja,Destinasi wisata Belanja di Bandung,,,-6.8670189,107.4645934,,[],,overpass,https://www.google.com/maps/search/?api=1&query=Hejo%20Square%2C%20Bandung
